bundle,script,count,error
battle/map/battle000_014.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_014.unity3d,MapTool,1,
battle/map/battle000_014.unity3d,MapProperty,1,
battle/map/battle000_014.unity3d,LightProbesContainer,1,
battle/map/battle000_014.unity3d,PingpongTransformManager,1,
battle/map/battle000_014.unity3d,CameraStackPreset,1,
battle/map/battle000_014.unity3d,SpriteCamera,1,
battle/map/battle000_014.unity3d,LightAdjustment,1,
battle/map/battle000_014.unity3d,CameraSwitch,1,
battle/map/battle000_014.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_014.unity3d,TimeOfDay,1,
battle/map/battle000_014.unity3d,CinemachineBrain,1,
battle/map/battle000_015.unity3d,BlockProperty,198,
battle/map/battle000_015.unity3d,UniversalAdditionalLightData,30,
battle/map/battle000_015.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_015.unity3d,PingpongTransformAsset,1,
battle/map/battle000_015.unity3d,SplitToning,1,
battle/map/battle000_015.unity3d,DepthOfField,1,
battle/map/battle000_015.unity3d,VolumeProfile,1,
battle/map/battle000_015.unity3d,LiftGammaGain,1,
battle/map/battle000_015.unity3d,Bloom,1,
battle/map/battle000_015.unity3d,ColorAdjustments,1,
battle/map/battle000_015.unity3d,Volume,1,
battle/map/battle000_015.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_015.unity3d,MapTool,1,
battle/map/battle000_015.unity3d,MapProperty,1,
battle/map/battle000_015.unity3d,LightProbesContainer,1,
battle/map/battle000_015.unity3d,PingpongTransformManager,1,
battle/map/battle000_015.unity3d,CameraStackPreset,1,
battle/map/battle000_015.unity3d,SpriteCamera,1,
battle/map/battle000_015.unity3d,LightAdjustment,1,
battle/map/battle000_015.unity3d,CameraSwitch,1,
battle/map/battle000_015.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_015.unity3d,TimeOfDay,1,
battle/map/battle000_015.unity3d,CinemachineBrain,1,
battle/map/battle000_016.unity3d,BlockProperty,218,
battle/map/battle000_016.unity3d,UniversalAdditionalLightData,41,
battle/map/battle000_016.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_016.unity3d,PingpongTransformAsset,1,
battle/map/battle000_016.unity3d,SplitToning,1,
battle/map/battle000_016.unity3d,DepthOfField,1,
battle/map/battle000_016.unity3d,VolumeProfile,1,
battle/map/battle000_016.unity3d,LiftGammaGain,1,
battle/map/battle000_016.unity3d,Bloom,1,
battle/map/battle000_016.unity3d,ColorAdjustments,1,
battle/map/battle000_016.unity3d,Volume,1,
battle/map/battle000_016.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_016.unity3d,MapTool,1,
battle/map/battle000_016.unity3d,MapProperty,1,
battle/map/battle000_016.unity3d,LightProbesContainer,1,
battle/map/battle000_016.unity3d,PingpongTransformManager,1,
battle/map/battle000_016.unity3d,CameraStackPreset,1,
battle/map/battle000_016.unity3d,SpriteCamera,1,
battle/map/battle000_016.unity3d,LightAdjustment,1,
battle/map/battle000_016.unity3d,CameraSwitch,1,
battle/map/battle000_016.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_016.unity3d,TimeOfDay,1,
battle/map/battle000_016.unity3d,CinemachineBrain,1,
battle/map/battle000_017.unity3d,BlockProperty,170,
battle/map/battle000_017.unity3d,UniversalAdditionalLightData,20,
battle/map/battle000_017.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_017.unity3d,PingpongTransformAsset,1,
battle/map/battle000_017.unity3d,SplitToning,1,
battle/map/battle000_017.unity3d,DepthOfField,1,
battle/map/battle000_017.unity3d,VolumeProfile,1,
battle/map/battle000_017.unity3d,LiftGammaGain,1,
battle/map/battle000_017.unity3d,Bloom,1,
battle/map/battle000_017.unity3d,ColorAdjustments,1,
battle/map/battle000_017.unity3d,PingpongTransformManager,1,
battle/map/battle000_017.unity3d,Volume,1,
battle/map/battle000_017.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_017.unity3d,MapTool,1,
battle/map/battle000_017.unity3d,MapProperty,1,
battle/map/battle000_017.unity3d,LightProbesContainer,1,
battle/map/battle000_017.unity3d,CameraStackPreset,1,
battle/map/battle000_017.unity3d,SpriteCamera,1,
battle/map/battle000_017.unity3d,LightAdjustment,1,
battle/map/battle000_017.unity3d,CameraSwitch,1,
battle/map/battle000_017.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_017.unity3d,TimeOfDay,1,
battle/map/battle000_017.unity3d,CinemachineBrain,1,
battle/map/battle000_018.unity3d,BlockProperty,261,
battle/map/battle000_018.unity3d,UniversalAdditionalLightData,29,
battle/map/battle000_018.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_018.unity3d,SplitToning,1,
battle/map/battle000_018.unity3d,DepthOfField,1,
battle/map/battle000_018.unity3d,VolumeProfile,1,
battle/map/battle000_018.unity3d,LiftGammaGain,1,
battle/map/battle000_018.unity3d,Bloom,1,
battle/map/battle000_018.unity3d,ColorAdjustments,1,
battle/map/battle000_018.unity3d,PingpongTransformAsset,1,
battle/map/battle000_018.unity3d,Volume,1,
battle/map/battle000_018.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_018.unity3d,PingpongTransformManager,1,
battle/map/battle000_018.unity3d,MapTool,1,
battle/map/battle000_018.unity3d,MapProperty,1,
battle/map/battle000_018.unity3d,LightProbesContainer,1,
battle/map/battle000_018.unity3d,CameraStackPreset,1,
battle/map/battle000_018.unity3d,SpriteCamera,1,
battle/map/battle000_018.unity3d,LightAdjustment,1,
battle/map/battle000_018.unity3d,CameraSwitch,1,
battle/map/battle000_018.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_018.unity3d,TimeOfDay,1,
battle/map/battle000_018.unity3d,CinemachineBrain,1,
battle/map/battle000_019.unity3d,BlockProperty,148,
battle/map/battle000_019.unity3d,UniversalAdditionalLightData,35,
battle/map/battle000_019.unity3d,ParticleQuality,2,
battle/map/battle000_019.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_019.unity3d,SplitToning,1,
battle/map/battle000_019.unity3d,DepthOfField,1,
battle/map/battle000_019.unity3d,VolumeProfile,1,
battle/map/battle000_019.unity3d,LiftGammaGain,1,
battle/map/battle000_019.unity3d,Bloom,1,
battle/map/battle000_019.unity3d,ColorAdjustments,1,
battle/map/battle000_019.unity3d,PingpongTransformAsset,1,
battle/map/battle000_019.unity3d,VolumetricDustParticles,1,
battle/map/battle000_019.unity3d,VolumetricLightBeam,1,
battle/map/battle000_019.unity3d,Volume,1,
battle/map/battle000_019.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_019.unity3d,PingpongTransformManager,1,
battle/map/battle000_019.unity3d,MapTool,1,
battle/map/battle000_019.unity3d,MapProperty,1,
battle/map/battle000_019.unity3d,LightProbesContainer,1,
battle/map/battle000_019.unity3d,CameraStackPreset,1,
battle/map/battle000_019.unity3d,SpriteCamera,1,
battle/map/battle000_019.unity3d,LightAdjustment,1,
battle/map/battle000_019.unity3d,CameraSwitch,1,
battle/map/battle000_019.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_019.unity3d,TimeOfDay,1,
battle/map/battle000_019.unity3d,CinemachineBrain,1,
battle/map/battle000_020.unity3d,BlockProperty,254,
battle/map/battle000_020.unity3d,ParticleQuality,9,
battle/map/battle000_020.unity3d,RandomStartAnim,7,
battle/map/battle000_020.unity3d,script:-8526694666757663789,7,
battle/map/battle000_020.unity3d,UniversalAdditionalLightData,6,
battle/map/battle000_020.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_020.unity3d,PingpongTransformAsset,1,
battle/map/battle000_020.unity3d,SplitToning,1,
battle/map/battle000_020.unity3d,DepthOfField,1,
battle/map/battle000_020.unity3d,VolumeProfile,1,
battle/map/battle000_020.unity3d,LiftGammaGain,1,
battle/map/battle000_020.unity3d,Bloom,1,
battle/map/battle000_020.unity3d,ColorAdjustments,1,
battle/map/battle000_020.unity3d,PingpongTransformManager,1,
battle/map/battle000_020.unity3d,Volume,1,
battle/map/battle000_020.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_020.unity3d,MapTool,1,
battle/map/battle000_020.unity3d,MapProperty,1,
battle/map/battle000_020.unity3d,LightProbesContainer,1,
battle/map/battle000_020.unity3d,CameraStackPreset,1,
battle/map/battle000_020.unity3d,SpriteCamera,1,
battle/map/battle000_020.unity3d,LightAdjustment,1,
battle/map/battle000_020.unity3d,CameraSwitch,1,
battle/map/battle000_020.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_020.unity3d,TimeOfDay,1,
battle/map/battle000_020.unity3d,CinemachineBrain,1,
battle/map/battle000_021.unity3d,BlockProperty,251,
battle/map/battle000_021.unity3d,UniversalAdditionalLightData,44,
battle/map/battle000_021.unity3d,SplitToning,2,
battle/map/battle000_021.unity3d,DepthOfField,2,
battle/map/battle000_021.unity3d,VolumeProfile,2,
battle/map/battle000_021.unity3d,LiftGammaGain,2,
battle/map/battle000_021.unity3d,Bloom,2,
battle/map/battle000_021.unity3d,ColorAdjustments,2,
battle/map/battle000_021.unity3d,Volume,2,
battle/map/battle000_021.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_021.unity3d,PingpongTransformAsset,1,
battle/map/battle000_021.unity3d,VolumetricDustParticles,1,
battle/map/battle000_021.unity3d,VolumetricLightBeam,1,
battle/map/battle000_021.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_021.unity3d,MapTool,1,
battle/map/battle000_021.unity3d,MapProperty,1,
battle/map/battle000_021.unity3d,LightProbesContainer,1,
battle/map/battle000_021.unity3d,PingpongTransformManager,1,
battle/map/battle000_021.unity3d,CameraStackPreset,1,
battle/map/battle000_021.unity3d,SpriteCamera,1,
battle/map/battle000_021.unity3d,LightAdjustment,1,
battle/map/battle000_021.unity3d,CameraSwitch,1,
battle/map/battle000_021.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_021.unity3d,TimeOfDay,1,
battle/map/battle000_021.unity3d,CinemachineBrain,1,
battle/map/battle000_022.unity3d,BlockProperty,325,
battle/map/battle000_022.unity3d,UniversalAdditionalLightData,23,
battle/map/battle000_022.unity3d,ParticleQuality,11,
battle/map/battle000_022.unity3d,RandomStartAnim,7,
battle/map/battle000_022.unity3d,script:-8526694666757663789,7,
battle/map/battle000_022.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_022.unity3d,PingpongTransformAsset,1,
battle/map/battle000_022.unity3d,SplitToning,1,
battle/map/battle000_022.unity3d,DepthOfField,1,
battle/map/battle000_022.unity3d,VolumeProfile,1,
battle/map/battle000_022.unity3d,LiftGammaGain,1,
battle/map/battle000_022.unity3d,Bloom,1,
battle/map/battle000_022.unity3d,ColorAdjustments,1,
battle/map/battle000_022.unity3d,Volume,1,
battle/map/battle000_022.unity3d,PingpongTransformManager,1,
battle/map/battle000_022.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_022.unity3d,MapTool,1,
battle/map/battle000_022.unity3d,MapProperty,1,
battle/map/battle000_022.unity3d,LightProbesContainer,1,
battle/map/battle000_022.unity3d,CameraStackPreset,1,
battle/map/battle000_022.unity3d,SpriteCamera,1,
battle/map/battle000_022.unity3d,LightAdjustment,1,
battle/map/battle000_022.unity3d,CameraSwitch,1,
battle/map/battle000_022.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_022.unity3d,TimeOfDay,1,
battle/map/battle000_022.unity3d,CinemachineBrain,1,
battle/map/battle000_023.unity3d,BlockProperty,349,
battle/map/battle000_023.unity3d,UniversalAdditionalLightData,9,
battle/map/battle000_023.unity3d,RandomStartAnim,9,
battle/map/battle000_023.unity3d,script:-8526694666757663789,9,
battle/map/battle000_023.unity3d,ParticleQuality,8,
battle/map/battle000_023.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_023.unity3d,PingpongTransformAsset,1,
battle/map/battle000_023.unity3d,SplitToning,1,
battle/map/battle000_023.unity3d,DepthOfField,1,
battle/map/battle000_023.unity3d,VolumeProfile,1,
battle/map/battle000_023.unity3d,LiftGammaGain,1,
battle/map/battle000_023.unity3d,Bloom,1,
battle/map/battle000_023.unity3d,ColorAdjustments,1,
battle/map/battle000_023.unity3d,PingpongTransformManager,1,
battle/map/battle000_023.unity3d,Volume,1,
battle/map/battle000_023.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_023.unity3d,MapTool,1,
battle/map/battle000_023.unity3d,MapProperty,1,
battle/map/battle000_023.unity3d,LightProbesContainer,1,
battle/map/battle000_023.unity3d,CameraStackPreset,1,
battle/map/battle000_023.unity3d,SpriteCamera,1,
battle/map/battle000_023.unity3d,LightAdjustment,1,
battle/map/battle000_023.unity3d,CameraSwitch,1,
battle/map/battle000_023.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_023.unity3d,TimeOfDay,1,
battle/map/battle000_023.unity3d,CinemachineBrain,1,
battle/map/battle000_024.unity3d,BlockProperty,336,
battle/map/battle000_024.unity3d,UniversalAdditionalLightData,23,
battle/map/battle000_024.unity3d,RandomStartAnim,12,
battle/map/battle000_024.unity3d,script:-8526694666757663789,12,
battle/map/battle000_024.unity3d,ParticleQuality,7,
battle/map/battle000_024.unity3d,UniversalAdditionalCameraData,2,
battle/map/battle000_024.unity3d,PingpongTransformAsset,1,
battle/map/battle000_024.unity3d,SplitToning,1,
battle/map/battle000_024.unity3d,DepthOfField,1,
battle/map/battle000_024.unity3d,VolumeProfile,1,
battle/map/battle000_024.unity3d,LiftGammaGain,1,
battle/map/battle000_024.unity3d,Bloom,1,
battle/map/battle000_024.unity3d,ColorAdjustments,1,
battle/map/battle000_024.unity3d,Volume,1,
battle/map/battle000_024.unity3d,PingpongTransformManager,1,
battle/map/battle000_024.unity3d,SetHeightFogGlobals,1,
battle/map/battle000_024.unity3d,MapTool,1,
battle/map/battle000_024.unity3d,MapProperty,1,
battle/map/battle000_024.unity3d,LightProbesContainer,1,
battle/map/battle000_024.unity3d,CameraStackPreset,1,
battle/map/battle000_024.unity3d,SpriteCamera,1,
battle/map/battle000_024.unity3d,LightAdjustment,1,
battle/map/battle000_024.unity3d,CameraSwitch,1,
battle/map/battle000_024.unity3d,CameraHotZoneHelper,1,
battle/map/battle000_024.unity3d,TimeOfDay,1,
battle/map/battle000_024.unity3d,CinemachineBrain,1,
