bundle,game_object_id,mono_id,path,name,layer,local_position,world_position,block_type,is_gamepad_cursor_movable,collider_type,is_trigger,collider_center,collider_size
battle/map/stage_city-ca-da00101.unity3d,600,2610,MapTool/Map/block_root/emptyblock/enter/empty 12_8,empty 12_8,24,"12,2,8","12,2,8",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,605,2611,MapTool/Map/block_root/emptyblock/noenter/empty 12_-1,empty 12_-1,24,"12,0.4,-1","12,0.4,-1",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,606,2612,MapTool/Map/block_root/emptyblock/noenter/empty -1_14,empty -1_14,24,"-1,1.6,14","-1,1.6,14",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,601,2613,MapTool/Map/block_root/emptyblock/enter/empty 12_15,empty 12_15,24,"12,3.2,15","12,3.2,15",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,602,2614,MapTool/Map/block_root/emptyblock/enter/empty 1_6,empty 1_6,24,"1,1.49012e-08,6","1,1.49012e-08,6",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,603,2615,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 14_2,empty 14_2,24,"14,2,2","14,2,2",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,604,2616,MapTool/Map/block_root/emptyblock/noenter/empty -1_6,empty -1_6,24,"-1,0,6","-1,0,6",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,590,2617,MapTool/Map/block_root/emptyblock/enter/empty 0_2,empty 0_2,24,"-4.76837e-07,0,2","-4.76837e-07,0,2",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,589,2618,MapTool/Map/block_root/emptyblock/enter/empty 4_12,empty 4_12,24,"4,1.6,12","4,1.6,12",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,585,2619,MapTool/Map/block_root/emptyblock/noenter/empty 7_-1,empty 7_-1,24,"7,0,-1","7,0,-1",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,586,2620,MapTool/Map/block_root/emptyblock/enter/empty 0_16,empty 0_16,24,"0,2,16","0,2,16",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,588,2621,MapTool/Map/block_root/emptyblock/noenter/empty 10_8,empty 10_8,24,"10,0.4,8","10,0.4,8",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,587,2622,MapTool/Map/block_root/emptyblock/noenter/empty 4_11,empty 4_11,24,"4,0.4,11","4,0.4,11",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,595,2623,MapTool/Map/block_root/emptyblock/enter/empty 0_12,empty 0_12,24,"0,2,12","0,2,12",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,596,2624,MapTool/Map/block_root/emptyblock/enter/empty 1_1,empty 1_1,24,"1,-2.98023e-08,1","1,-2.98023e-08,1",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,597,2625,MapTool/Map/block_root/emptyblock/enter/empty 10_15,empty 10_15,24,"10,3.2,15","10,3.2,15",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,592,2626,MapTool/Map/block_root/emptyblock/enter/empty 2_13,empty 2_13,24,"2,2.4,13","2,2.4,13",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,591,2627,MapTool/Map/block_root/emptyblock/enter/empty 7_14,empty 7_14,24,"7,2.4,14","7,2.4,14",10,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,593,2628,MapTool/Map/block_root/emptyblock/noenter/empty -1_17,empty -1_17,24,"-1,1.6,17","-1,1.6,17",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,594,2629,MapTool/Map/block_root/emptyblock/noenter/empty -1_4,empty -1_4,24,"-1,0,4","-1,0,4",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,464,2630,MapTool/Map/block_root/emptyblock/noenter/empty 10_0,empty 10_0,24,"10,-0.8,0","10,-0.8,0",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,465,2631,MapTool/Map/block_root/emptyblock/enter/empty 2_12,empty 2_12,24,"2,2,12","2,2,12",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,463,2632,MapTool/Map/block_root/emptyblock/noenter/empty 9_8,empty 9_8,24,"9,0.4,8","9,0.4,8",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,466,2633,MapTool/Map/block_root/emptyblock/enter/empty 13_14,empty 13_14,24,"13,3.2,14","13,3.2,14",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,467,2634,MapTool/Map/block_root/emptyblock/noenter/empty 6_7,empty 6_7,24,"6,0,7","6,0,7",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,468,2635,MapTool/Map/block_root/emptyblock/noenter/empty 10_18,empty 10_18,24,"10,3.2,18","10,3.2,18",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,458,2636,MapTool/Map/block_root/emptyblock/noenter/empty -1_2,empty -1_2,24,"-1,0,2","-1,0,2",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,456,2637,MapTool/Map/block_root/emptyblock/enter/empty 11_17,empty 11_17,24,"11,3.6,17","11,3.6,17",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,457,2638,MapTool/Map/block_root/emptyblock/enter/empty 2_4,empty 2_4,24,"2,0,4","2,0,4",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,461,2639,MapTool/Map/block_root/emptyblock/enter/empty 10_16,empty 10_16,24,"10,3.2,16","10,3.2,16",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,462,2640,MapTool/Map/block_root/emptyblock/noenter/empty 10_9,empty 10_9,24,"10,0.4,9","10,0.4,9",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,459,2641,MapTool/Map/block_root/emptyblock/enter/empty 3_5,empty 3_5,24,"3,-3.72529e-09,5","3,-3.72529e-09,5",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,460,2642,MapTool/Map/block_root/emptyblock/enter/empty 7_2,empty 7_2,24,"7,0.4,2","7,0.4,2",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,485,2643,MapTool/Map/block_root/emptyblock/enter/empty 12_5,empty 12_5,24,"12,1.2,5","12,1.2,5",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,486,2644,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 9_2,empty 9_2,24,"9,0.8,2","9,0.8,2",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,487,2645,MapTool/Map/block_root/emptyblock/noenter/empty 6_6,empty 6_6,24,"6,-0.8,6","6,-0.8,6",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,484,2646,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 8_3,empty 8_3,24,"8,0.8,3","8,0.8,3",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,483,2647,MapTool/Map/block_root/emptyblock/enter/empty 3_14,empty 3_14,24,"3,2.4,14","3,2.4,14",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,493,2648,MapTool/Map/block_root/emptyblock/noenter/empty 11_0,empty 11_0,24,"11,-0.8,0","11,-0.8,0",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,494,2649,MapTool/Map/block_root/emptyblock/noenter/empty 6_12,empty 6_12,24,"6,0.4,12","6,0.4,12",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,488,2650,MapTool/Map/block_root/emptyblock/noenter/empty 11_18,empty 11_18,24,"11,3.2,18","11,3.2,18",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,489,2651,MapTool/Map/block_root/emptyblock/enter/empty 1_0,empty 1_0,24,"1,0,0","1,0,0",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,490,2652,MapTool/Map/block_root/emptyblock/enter/empty 9_9,empty 9_9,24,"9,2,9","9,2,9",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,492,2653,MapTool/Map/block_root/emptyblock/enter/empty 12_7,empty 12_7,24,"12,1.6,7","12,1.6,7",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,491,2654,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 10_3,empty 10_3,24,"10,0.8,3","10,0.8,3",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,473,2655,MapTool/Map/block_root/emptyblock/noenter/empty 4_4,empty 4_4,24,"4,-0.8,4","4,-0.8,4",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,472,2656,MapTool/Map/block_root/emptyblock/enter/empty 9_11,empty 9_11,24,"9,3.2,11","9,3.2,11",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,474,2657,MapTool/Map/block_root/emptyblock/noenter/empty 14_-1,empty 14_-1,24,"14,0.8,-1","14,0.8,-1",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,475,2658,MapTool/Map/block_root/emptyblock/noenter/empty 4_17,empty 4_17,24,"4,1.6,17","4,1.6,17",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,476,2659,MapTool/Map/block_root/emptyblock/enter/empty 13_12,empty 13_12,24,"13,3.2,12","13,3.2,12",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,469,2660,MapTool/Map/block_root/emptyblock/enter/empty 7_8,empty 7_8,24,"7,1.6,8","7,1.6,8",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,470,2661,MapTool/Map/block_root/emptyblock/noenter/empty 6_8,empty 6_8,24,"6,0,8","6,0,8",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,471,2662,MapTool/Map/block_root/emptyblock/enter/empty 14_0,empty 14_0,24,"14,1.2,0","14,1.2,0",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,480,2663,MapTool/Map/block_root/emptyblock/enter/empty 5_13,empty 5_13,24,"5,2.4,13","5,2.4,13",10,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,481,2664,MapTool/Map/block_root/emptyblock/enter/empty 0_7,empty 0_7,24,"0,0.4,7","0,0.4,7",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,482,2665,MapTool/Map/block_root/emptyblock/noenter/empty 2_-1,empty 2_-1,24,"2,0,-1","2,0,-1",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,477,2666,MapTool/Map/block_root/emptyblock/enter/empty 11_4,empty 11_4,24,"11,1.2,4","11,1.2,4",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,478,2667,MapTool/Map/block_root/emptyblock/enter/empty 1_18,empty 1_18,24,"1,2,18","1,2,18",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,479,2668,MapTool/Map/block_root/emptyblock/enter/empty 10_5,empty 10_5,24,"10,1.6,5","10,1.6,5",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,510,2669,MapTool/Map/block_root/emptyblock/enter/empty 6_5,empty 6_5,24,"6,0.4,5","6,0.4,5",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,511,2670,MapTool/Map/block_root/emptyblock/enter/empty 9_16,empty 9_16,24,"9,3.2,16","9,3.2,16",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,508,2671,MapTool/Map/block_root/emptyblock/enter/empty 4_1,empty 4_1,24,"4,0,1","4,0,1",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,509,2672,MapTool/Map/block_root/emptyblock/noenter/empty -1_12,empty -1_12,24,"-1,1.6,12","-1,1.6,12",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,515,2673,MapTool/Map/block_root/emptyblock/noenter/empty 4_5,empty 4_5,24,"4,-0.8,5","4,-0.8,5",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,512,2674,MapTool/Map/block_root/emptyblock/enter/empty 0_14,empty 0_14,24,"0,2.4,14","0,2.4,14",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,513,2675,MapTool/Map/block_root/emptyblock/noenter/empty -1_15,empty -1_15,24,"-1,1.6,15","-1,1.6,15",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,514,2676,MapTool/Map/block_root/emptyblock/enter/empty 4_14,empty 4_14,24,"4,2.4,14","4,2.4,14",10,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,497,2677,MapTool/Map/block_root/emptyblock/enter/empty 12_0,empty 12_0,24,"12,0.8,0","12,0.8,0",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,499,2678,MapTool/Map/block_root/emptyblock/enter/empty 8_5,empty 8_5,24,"8,0.8,5","8,0.8,5",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,498,2679,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 3_4,empty 3_4,24,"3,0,4","3,0,4",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,500,2680,MapTool/Map/block_root/emptyblock/enter/empty 13_4,empty 13_4,24,"13,1.6,4","13,1.6,4",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,501,2681,MapTool/Map/block_root/emptyblock/enter/empty 13_13,empty 13_13,24,"13,3.2,13","13,3.2,13",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,502,2682,MapTool/Map/block_root/emptyblock/noenter/empty 3_7,empty 3_7,24,"3,0,7","3,0,7",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,495,2683,MapTool/Map/block_root/emptyblock/enter/empty 2_9,empty 2_9,24,"2,1.2,9","2,1.2,9",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,496,2684,MapTool/Map/block_root/emptyblock/enter/empty 12_13,empty 12_13,24,"12,3.2,13","12,3.2,13",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,505,2685,MapTool/Map/block_root/emptyblock/enter/empty 3_17,empty 3_17,24,"3,2.8,17","3,2.8,17",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,504,2686,MapTool/Map/block_root/emptyblock/noenter/empty 9_0,empty 9_0,24,"9,-0.8,0","9,-0.8,0",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,506,2687,MapTool/Map/block_root/emptyblock/enter/empty 12_12,empty 12_12,24,"12,3.2,12","12,3.2,12",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,507,2688,MapTool/Map/block_root/emptyblock/noenter/empty 6_1,empty 6_1,24,"6,-0.8,1","6,-0.8,1",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,503,2689,MapTool/Map/block_root/emptyblock/noenter/empty 2_19,empty 2_19,24,"2,1.6,19","2,1.6,19",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,524,2690,MapTool/Map/block_root/emptyblock/noenter/empty 3_-1,empty 3_-1,24,"3,0,-1","3,0,-1",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,525,2691,MapTool/Map/block_root/emptyblock/noenter/empty 4_9,empty 4_9,24,"4,0,9","4,0,9",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,526,2692,MapTool/Map/block_root/emptyblock/enter/empty 8_16,empty 8_16,24,"8,4,16","8,4,16",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,527,2693,MapTool/Map/block_root/emptyblock/enter/empty 1_2,empty 1_2,24,"1,0,2","1,0,2",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,521,2694,MapTool/Map/block_root/emptyblock/enter/empty 1_12,empty 1_12,24,"1,2,12","1,2,12",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,522,2695,MapTool/Map/block_root/emptyblock/enter/empty 11_12,empty 11_12,24,"11,3.2,12","11,3.2,12",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,523,2696,MapTool/Map/block_root/emptyblock/enter/empty 3_0,empty 3_0,24,"3,0,0","3,0,0",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,530,2697,MapTool/Map/block_root/emptyblock/noenter/empty 11_16,empty 11_16,24,"11,3.2,16","11,3.2,16",29,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,531,2698,MapTool/Map/block_root/emptyblock/noenter/empty 0_-1,empty 0_-1,24,"0,0,-1","0,0,-1",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,532,2699,MapTool/Map/block_root/emptyblock/enter/empty 0_17,empty 0_17,24,"1.78814e-07,2,17","1.78814e-07,2,17",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,533,2700,MapTool/Map/block_root/emptyblock/noenter/empty 6_4,empty 6_4,24,"6,-0.8,4","6,-0.8,4",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,528,2701,MapTool/Map/block_root/emptyblock/noenter/empty 14_12,empty 14_12,24,"14,3.2,12","14,3.2,12",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,529,2702,MapTool/Map/block_root/emptyblock/noenter/empty 15_14,empty 15_14,24,"15,3.2,14","15,3.2,14",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,516,2703,MapTool/Map/block_root/emptyblock/enter/empty 9_15,empty 9_15,24,"9,3.2,15","9,3.2,15",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,517,2704,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 3_1,empty 3_1,24,"3,0,1","3,0,1",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,518,2705,MapTool/Map/block_root/emptyblock/enter/empty 2_7,empty 2_7,24,"2,1.2,7","2,1.2,7",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,520,2706,MapTool/Map/block_root/emptyblock/noenter/empty 12_18,empty 12_18,24,"12,3.2,18","12,3.2,18",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,519,2707,MapTool/Map/block_root/emptyblock/noenter/empty 6_2,empty 6_2,24,"6,-0.8,2","6,-0.8,2",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,402,2708,MapTool/Map/block_root/emptyblock/noenter/empty -1_1,empty -1_1,24,"-1,0,1","-1,0,1",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,400,2709,MapTool/Map/block_root/emptyblock/enter/empty 8_9,empty 8_9,24,"8,2.4,9","8,2.4,9",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,401,2710,MapTool/Map/block_root/emptyblock/enter/empty 2_1,empty 2_1,24,"2,2.98023e-08,1","2,2.98023e-08,1",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,404,2711,MapTool/Map/block_root/emptyblock/enter/empty 10_13,empty 10_13,24,"10,3.2,13","10,3.2,13",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,405,2712,MapTool/Map/block_root/emptyblock/enter/empty 12_9,empty 12_9,24,"12,2.4,9","12,2.4,9",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,403,2713,MapTool/Map/block_root/emptyblock/enter/empty 6_15,empty 6_15,24,"6,2.4,15","6,2.4,15",10,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,392,2714,MapTool/Map/block_root/emptyblock/enter/empty 11_10,empty 11_10,24,"11,2.8,10","11,2.8,10",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,393,2715,MapTool/Map/block_root/emptyblock/noenter/empty 4_3,empty 4_3,24,"4,-0.8,3","4,-0.8,3",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,390,2716,MapTool/Map/block_root/emptyblock/enter/empty 0_11,empty 0_11,24,"2.23517e-08,1.6,11","2.23517e-08,1.6,11",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,391,2717,MapTool/Map/block_root/emptyblock/enter/empty 0_10,empty 0_10,24,"2.23517e-08,1.6,10","2.23517e-08,1.6,10",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,397,2718,MapTool/Map/block_root/emptyblock/noenter/empty -1_0,empty -1_0,24,"-1,0,0","-1,0,0",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,398,2719,MapTool/Map/block_root/emptyblock/enter/empty 11_8,empty 11_8,24,"11,1.6,8","11,1.6,8",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,399,2720,MapTool/Map/block_root/emptyblock/enter/empty 1_7,empty 1_7,24,"1,0.4,7","1,0.4,7",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,394,2721,MapTool/Map/block_root/emptyblock/noenter/empty 14_4,empty 14_4,24,"14,2,4","14,2,4",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,395,2722,MapTool/Map/block_root/emptyblock/noenter/empty 5_3,empty 5_3,24,"5,-0.8,3","5,-0.8,3",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,396,2723,MapTool/Map/block_root/emptyblock/noenter/empty 3_8,empty 3_8,24,"3,0,8","3,0,8",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,411,2724,MapTool/Map/block_root/emptyblock/noenter/empty 6_10,empty 6_10,24,"6,0.4,10","6,0.4,10",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,412,2725,MapTool/Map/block_root/emptyblock/noenter/empty 6_16,empty 6_16,24,"6,1.6,16","6,1.6,16",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,413,2726,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 1_9,empty 1_9,24,"1,0.8,9","1,0.8,9",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,414,2727,MapTool/Map/block_root/emptyblock/enter/empty 0_3,empty 0_3,24,"0,0,3","0,0,3",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,417,2728,MapTool/Map/block_root/emptyblock/noenter/empty 7_17,empty 7_17,24,"7,1.6,17","7,1.6,17",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,416,2729,MapTool/Map/block_root/emptyblock/noenter/empty 9_18,empty 9_18,24,"9,3.2,18","9,3.2,18",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,415,2730,MapTool/Map/block_root/emptyblock/enter/empty 0_9,empty 0_9,24,"0,1.2,9","0,1.2,9",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,422,2731,MapTool/Map/block_root/emptyblock/enter/empty 9_12,empty 9_12,24,"9,3.2,12","9,3.2,12",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
