path_id,type,game_object,enabled,is_trigger,center,size
2341,BoxCollider,412,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2342,BoxCollider,411,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2343,BoxCollider,421,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2344,BoxCollider,420,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2345,BoxCollider,419,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2346,BoxCollider,418,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2347,BoxCollider,423,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2348,BoxCollider,422,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2349,BoxCollider,391,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2350,BoxCollider,390,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2351,BoxCollider,393,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2352,BoxCollider,392,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2353,BoxCollider,396,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2354,BoxCollider,395,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2355,BoxCollider,394,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2356,BoxCollider,399,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2357,BoxCollider,398,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2358,BoxCollider,397,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2359,BoxCollider,401,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2360,BoxCollider,400,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2361,BoxCollider,402,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2362,BoxCollider,403,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2363,BoxCollider,405,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
2364,BoxCollider,404,True,True,"0.0,-0.05000000074505806,0.0","1.0,0.10000000149011612,1.0"
