relative_path,size,extension,header,mtime
audio/bnk_fx_smgjs_baozha_buff.bnk,37741,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_biaoji.bnk,47749,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_biaoji2.bnk,33932,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_dabaozha.bnk,33524,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_smgjs_ex1.bnk,84471,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_smgjs_ex_heiyan.bnk,53111,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_fushi_buff.bnk,42752,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_hanqi_buff2.bnk,41187,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_heiyan.bnk,40834,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_heiyan_buff.bnk,41886,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_heiyan_mz.bnk,41848,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_huishou.bnk,40834,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_jingshi.bnk,35387,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_lache.bnk,39152,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_luojian.bnk,40358,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_luojianbing.bnk,30364,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_smgjs_luojianxiao.bnk,39870,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_pojia.bnk,36253,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_pojia_buff.bnk,40869,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_qianxing.bnk,35541,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_sanshe.bnk,36332,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_sheji.bnk,23748,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_smgjs_shejiibing.bnk,33598,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_smgjs_shejiiqu.bnk,33128,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_smgjs_shejiiqu1.bnk,37694,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_shejixiao.bnk,25331,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_smgjs_shifa.bnk,49208,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_xiaosan.bnk,43412,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_xuliping.bnk,47447,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_xuliqu.bnk,39349,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_xuliqu_bing.bnk,38956,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_xuliqu_xiao.bnk,46480,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smgjs_xulixiao.bnk,30711,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_smgjs_zhongji.bnk,29329,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_smgjs_zhongji2.bnk,26901,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_smgjs_zhoushen.bnk,47141,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_smokeboom_impact_01.bnk,37106,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_smoke_move_01.bnk,7952,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_sneakarrow_01.bnk,29788,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_snowhit_01.bnk,28849,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_sofia_ex_03.bnk,59709,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_sophia_attackmore_01.bnk,15481,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_sophia_attackmore_02.bnk,10674,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_soundwave_01.bnk,23948,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_soundwave_03.bnk,22314,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_soundwave_05.bnk,69957,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_soundwave_06.bnk,34910,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_soundwave_07.bnk,22858,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_sp3wn_bigskybuff_01.bnk,70292,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_sp3wn_windflower_01.bnk,71280,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_sp3wn_windflower_02.bnk,43011,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_sp3wn_xuli01.bnk,20287,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_sparkattack_blue_01.bnk,28944,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_splaweiye_bigsword_attack_01.bnk,17360,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_splaweiye_bigsword_attack_02.bnk,17355,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_splaweiye_bigsword_attack_03.bnk,17360,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_splaweiye_ex_cutin_01.bnk,37352,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spmas_fault_01.bnk,12876,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spmas_fault_02.bnk,11055,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spmeimei_1x5.bnk,24724,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spmeimei_chongfeng.bnk,19597,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spmeimei_chuanci.bnk,12214,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spmeimei_chuanren.bnk,23797,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spmeimei_ex.bnk,74890,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spmeimei_gongji_qiliu.bnk,21308,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spmeimei_hengsao.bnk,21878,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spmeimei_kong.bnk,13406,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spmeimei_liantuci.bnk,21721,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spmeimei_shouji1.bnk,12778,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spmeimei_shouji2.bnk,17689,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spmeimei_shouji3.bnk,16316,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spmeimei_shunyi.bnk,10587,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spmeimei_tuci1.bnk,23147,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spmeimei_tuci2.bnk,18843,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spmeimei_xuli.bnk,22612,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spmeimei_zengyi.bnk,27257,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spmeimei_zhoushen.bnk,26880,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms01_die_01.bnk,13569,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spms01_die_02.bnk,25628,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms01_die_03.bnk,38649,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms01_die_headrocket_02.bnk,45550,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spms_archer_02.bnk,35055,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms_archer_03.bnk,35821,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms_archer_attacksky_01.bnk,30510,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms_archer_attacksky_02.bnk,20849,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spms_archer_attacksky_03.bnk,24802,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms_archer_attacksky_04.bnk,33054,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms_archer_attacksky_05.bnk,20041,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spms_archer_attacksky_hit_01.bnk,12040,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spms_archer_attacksky_hit_02_aoe.bnk,48915,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spms_backsmoke_01.bnk,23524,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms_backsmoke_02.bnk,28435,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms_chargeready_01.bnk,27736,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms_ex_01.bnk,77487,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spms_ex_02.bnk,69879,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spms_ex_boom_01.bnk,54733,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms_fire_01.bnk,27334,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms_fisthit_01.bnk,26660,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms_jump_01.bnk,10101,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spms_setup_01.bnk,24040,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms_setup_02.bnk,29079,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spms_spjump_01.bnk,21570,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spring_cast_loop_01.bnk,42570,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spring_fireworks_ex_01.bnk,39447,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spring_powerpost_01.bnk,27664,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spring_powerpost_02.bnk,24728,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spring_powerpost_03.bnk,22440,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_sprintattackhit_spms_01.bnk,13836,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spsanwangnv_atk.bnk,19409,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_atk2.bnk,23315,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_atk2xuli.bnk,21204,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_atk2xuli01.bnk,20287,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_atk3.bnk,17901,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_atkxuli.bnk,24987,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_buff.bnk,23810,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_cast.bnk,96151,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_chenxi04.bnk,29861,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsanwangnv_ex01.bnk,195152,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spsanwangnv_ex02.bnk,147853,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spsanwangnv_ex03.bnk,48271,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_spsanwangnv_exhit.bnk,12751,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_hengsao.bnk,26614,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_hit02.bnk,12756,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_huanghun.bnk,29102,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsanwangnv_shifa.bnk,35837,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_spsanwangnv_shifa02.bnk,40112,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_spsanwangnv_shifa03.bnk,71280,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_shifa04.bnk,33253,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsanwangnv_yizhi.bnk,56303,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_zhaohuan.bnk,26730,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_zhaohuan01.bnk,42691,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_spsanwangnv_zhaohuan02.bnk,40107,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_spsanwangnv_zhaohuan03.bnk,40107,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_spsanwangnv_zhiji.bnk,23033,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_zhoushen.bnk,23562,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsanwangnv_ziyouzhaohuan.bnk,57468,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsleep01_attack01.bnk,9617,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsleep01_attack02.bnk,11767,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsleep01_buff_01.bnk,17237,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsleep01_buff_02.bnk,25875,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsleep01_hit_01.bnk,19095,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsleep01_hit_02.bnk,11155,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsleep01_hit_04.bnk,15026,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsleep01_hit_05.bnk,41434,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_spsleep01_nightsky_01.bnk,57859,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsleep01_pillar_01.bnk,47989,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_spsleep01_star_01.bnk,12944,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsleep01_star_501.bnk,30887,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spsms_buff_01.bnk,43633,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spsms_wave_attack_01.bnk,28333,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spsuofeiya_attackmore_01.bnk,9123,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_attackmore_02.bnk,9123,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_dongrutuotu.bnk,28596,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_dongrutuotu_01.bnk,28596,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_ex.bnk,92733,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_ex_01.bnk,92728,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_ex_dream.bnk,85137,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_spsuofeiya_ex_dream_out.bnk,28951,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_ex_hit.bnk,12025,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_ex_hit01.bnk,12016,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_houbeibudui.bnk,24154,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_houbeibudui_01.bnk,24154,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_houbeibudui_xuli.bnk,26056,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_houbeibudui_xuli_01.bnk,26056,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_huoban.bnk,35826,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_huoban_01.bnk,35826,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_pugongxuli.bnk,21478,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_pugongxuli_01.bnk,21478,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_pugong_hit01.bnk,7713,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_pugong_hit01_01.bnk,7713,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_ruodiantishi.bnk,29981,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_ruodiantishi_01.bnk,29981,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_ruodiantishi_xuli.bnk,23169,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_ruodiantishi_xuli_01.bnk,23169,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_yirongshu.bnk,35960,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_yirongshu_01.bnk,35960,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_zhuanshen.bnk,36667,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_zhuanshen_01.bnk,36667,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_zhuanshupugong.bnk,8430,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_zhuanshupugong_01.bnk,8430,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_zhuanyi02.bnk,32959,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spsuofeiya_zhuanyi02_01.bnk,32959,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_spwater_atk3.bnk,17747,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spwater_aytkxuli.bnk,25016,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spwater_buffchufa_01.bnk,45524,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spwater_ex_atk2end_01.bnk,31632,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spwater_ex_camera_01.bnk,85926,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spwater_flagloopaoe_01.bnk,33364,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spwater_flag_01.bnk,36695,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spwater_groundwater_01.bnk,21216,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spwater_groundwater_02.bnk,21399,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spwater_groundwater_03_2.bnk,19829,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spwater_groundwater_04.bnk,20046,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spwater_hit_01.bnk,19862,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spwater_holy_01.bnk,32518,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spwater_seabed_01.bnk,72437,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spwater_shifa02.bnk,37580,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spwater_sun_01.bnk,68515,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spwater_sword_01.bnk,22596,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spwater_sword_02.bnk,23325,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spwater_wind_01.bnk,32610,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spwater_xuli01.bnk,31231,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spwater_zhoushen.bnk,24585,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaolv_attacksky_blue.bnk,27932,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaolv_baofengjuji_dimian02.bnk,19828,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spxiaolv_cast.bnk,34965,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaolv_ex_cast07.bnk,36598,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaolv_ground.bnk,19372,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spxiaolv_heavyready_01.bnk,26067,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaolv_juji.bnk,26428,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaolv_jumpsmoke_01.bnk,17726,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spxiaolv_jumpsmoke_02.bnk,19821,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spxiaolv_movehit_01.bnk,13766,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spxiaolv_xuli.bnk,20250,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spxiaolv_zhonggongxingtai.bnk,22545,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_baodian.bnk,21638,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_baoqi.bnk,41394,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_baoqi2.bnk,41394,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_biansheng.bnk,79479,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spxiaoxiong_bianxiong.bnk,41863,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_buff.bnk,53342,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_buff2.bnk,19759,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spxiaoxiong_chongfeng.bnk,21416,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_dange_dikuai.bnk,31028,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_dange_dikuai2.bnk,23416,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_dibo.bnk,24417,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_dibo2.bnk,24417,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_dikuai_bing.bnk,19544,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spxiaoxiong_dikuai_bing2.bnk,17772,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spxiaoxiong_duojiao_shifa.bnk,25284,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_duojiao_shifa2.bnk,29184,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_ex.bnk,129544,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spxiaoxiong_ex_bianshen.bnk,55296,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_ex_juese.bnk,43928,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_feihu.bnk,13948,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spxiaoxiong_feijian.bnk,50220,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_feiwen.bnk,48053,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spxiaoxiong_juqi.bnk,9957,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spxiaoxiong_nuhou.bnk,36950,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_nuhou2.bnk,41557,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_nuhou3.bnk,35667,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_paidi.bnk,40904,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_pikan.bnk,20764,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spxiaoxiong_shitou.bnk,24412,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_shouji.bnk,17763,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spxiaoxiong_xiandiban.bnk,47371,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spxiaoxiong_xiandi_shifa.bnk,14444,.bnk,xor_XD_Audio_bank,1775700709
audio/bnk_fx_spxiaoxiong_xuli.bnk,22337,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_xuli2.bnk,39643,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_zadi.bnk,23955,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_zadi2.bnk,26572,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_zadi_wai.bnk,35872,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_spxiaoxiong_zhuaji.bnk,8354,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spxiaoxiong_zhuaji2.bnk,9870,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_spxiaoxiong_zs.bnk,28642,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_ssr_nvfushang_baobuff.bnk,38230,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_ssr_nvfushang_bianshen.bnk,35448,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_ssr_nvfushang_ex.bnk,103260,.bnk,xor_XD_Audio_bank,1775700707
audio/bnk_fx_ssr_nvfushang_xiangji2.bnk,34503,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_ssr_nvfushang_xishou.bnk,34689,.bnk,xor_XD_Audio_bank,1775700708
audio/bnk_fx_stage1shorthair_buff_01.bnk,42378,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_stage1shorthair_buff_02.bnk,42378,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_stage1_bosschange_01.bnk,38856,.bnk,xor_XD_Audio_bank,1775700706
audio/bnk_fx_stage1_bowl_bowlhit_01.bnk,20022,.bnk,xor_XD_Audio_bank,1775700705
audio/bnk_fx_stage1_bowl_buffself_gn_01.bnk,31616,.bnk,xor_XD_Audio_bank,1775700704
audio/bnk_fx_stage1_bowl_buffself_yl_01.bnk,28093,.bnk,xor_XD_Audio_bank,1775700705
